Query_ID,Document_ID,Document_Name,Relevance_Score
Q3,47,tech_008.txt,0
Q3,48,tech_009.txt,0
Q3,49,tech_010.txt,0
Q3,50,tech_011.txt,0
Q3,51,tech_012.txt,0
Q3,52,tech_013.txt,0
Q3,53,tech_014.txt,0
Q3,54,tech_015.txt,0
Q3,55,tech_016.txt,0
Q3,56,tech_017.txt,0
Q3,57,tech_018.txt,0
Q3,58,tech_019.txt,0
Q3,59,tech_020.txt,0
Q3,60,tech_021.txt,0
Q3,61,tech_022.txt,0
Q3,62,tech_023.txt,0
Q3,63,tech_024.txt,0
Q3,64,tech_025.txt,0
Q3,65,tech_026.txt,0
Q3,66,tech_027.txt,0
Q3,67,tech_028.txt,0
Q3,68,tech_029.txt,0
Q3,69,tech_030.txt,0
Q3,70,tech_031.txt,0
Q3,71,tech_032.txt,0
Q3,72,tech_033.txt,0
Q3,73,tech_034.txt,0
Q3,74,tech_035.txt,0
Q3,75,tech_036.txt,0
Q3,76,tech_037.txt,0
Q3,77,tech_038.txt,0
Q3,78,tech_039.txt,0
Q3,79,tech_040.txt,0
Q4,0,sport_001.txt,0
Q4,1,sport_002.txt,0
Q4,2,sport_003.txt,0
Q4,3,sport_004.txt,0
Q4,4,sport_005.txt,0
Q4,5,sport_006.txt,0
Q4,6,sport_007.txt,0
Q4,7,sport_008.txt,0
Q4,8,sport_009.txt,0
Q4,9,sport_010.txt,0
Q4,10,sport_011.txt,0
Q4,11,sport_012.txt,0
Q4,12,sport_013.txt,0
Q4,13,sport_014.txt,0
Q4,14,sport_015.txt,0
Q4,15,sport_016.txt,0
Q4,16,sport_017.txt,0
Q4,17,sport_018.txt,0
Q4,18,sport_019.txt,0
Q4,19,sport_020.txt,0
Q4,20,sport_021.txt,0
Q4,21,sport_022.txt,0
Q4,22,sport_023.txt,0
Q4,23,sport_024.txt,0
Q4,24,sport_025.txt,0
Q4,25,sport_026.txt,0
Q4,26,sport_027.txt,0
Q4,27,sport_028.txt,0
Q4,28,sport_029.txt,0
Q4,29,sport_030.txt,0
Q4,30,sport_031.txt,0
Q4,31,sport_032.txt,0
Q4,32,sport_033.txt,0
Q4,33,sport_034.txt,0
Q4,34,sport_035.txt,0
Q4,35,sport_036.txt,0
Q4,36,sport_037.txt,0
Q4,37,sport_038.txt,0
Q4,38,sport_039.txt,0
Q4,39,sport_040.txt,0
Q4,40,tech_001.txt,0
Q4,41,tech_002.txt,0
Q4,42,tech_003.txt,0
Q4,43,tech_004.txt,1
Q4,44,tech_005.txt,0
Q4,45,tech_006.txt,0
Q4,46,tech_007.txt,0
Q4,47,tech_008.txt,0
Q4,48,tech_009.txt,3
Q4,49,tech_010.txt,0
Q4,50,tech_011.txt,0
Q4,51,tech_012.txt,0
Q4,52,tech_013.txt,0
Q4,53,tech_014.txt,0
Q4,54,tech_015.txt,0
Q4,55,tech_016.txt,0
Q4,56,tech_017.txt,0
Q4,57,tech_018.txt,0
Q4,58,tech_019.txt,0
Q4,59,tech_020.txt,0
Q4,60,tech_021.txt,0
Q4,61,tech_022.txt,0
Q4,62,tech_023.txt,0
Q4,63,tech_024.txt,0
Q4,64,tech_025.txt,0
Q4,65,tech_026.txt,0
Q4,66,tech_027.txt,0
Q4,67,tech_028.txt,0
Q4,68,tech_029.txt,0
Q4,69,tech_030.txt,0
Q4,70,tech_031.txt,1
Q4,71,tech_032.txt,0
Q4,72,tech_033.txt,0
Q4,73,tech_034.txt,1
Q4,74,tech_035.txt,0
Q4,75,tech_036.txt,0
Q4,76,tech_037.txt,0
Q4,77,tech_038.txt,0
Q4,78,tech_039.txt,0
Q4,79,tech_040.txt,1
Q5,0,sport_001.txt,0
Q5,1,sport_002.txt,0
Q5,2,sport_003.txt,0
Q5,3,sport_004.txt,0
Q5,4,sport_005.txt,0
Q5,5,sport_006.txt,0
Q5,6,sport_007.txt,0
Q5,7,sport_008.txt,0
Q5,8,sport_009.txt,0
Q5,9,sport_010.txt,0
Q5,10,sport_011.txt,0
Q5,11,sport_012.txt,0
Q5,12,sport_013.txt,0
Q5,13,sport_014.txt,0
Q5,14,sport_015.txt,0
Q5,15,sport_016.txt,0
Q5,16,sport_017.txt,0
Q5,17,sport_018.txt,0
Q5,18,sport_019.txt,0
Q5,19,sport_020.txt,0
Q5,20,sport_021.txt,0
Q5,21,sport_022.txt,0
Q5,22,sport_023.txt,0
Q5,23,sport_024.txt,0
Q5,24,sport_025.txt,0
Q5,25,sport_026.txt,0
Q5,26,sport_027.txt,0
Q5,27,sport_028.txt,0
Q5,28,sport_029.txt,0
Q5,29,sport_030.txt,0
Q5,30,sport_031.txt,0
Q5,31,sport_032.txt,0
Q5,32,sport_033.txt,0
Q5,33,sport_034.txt,0
Q5,34,sport_035.txt,0
Q5,35,sport_036.txt,0
Q5,36,sport_037.txt,0
Q5,37,sport_038.txt,0
Q5,38,sport_039.txt,0
Q5,39,sport_040.txt,0
Q5,40,tech_001.txt,0
Q5,41,tech_002.txt,0
Q5,42,tech_003.txt,0
Q5,43,tech_004.txt,0
Q5,44,tech_005.txt,0
Q5,45,tech_006.txt,0
Q5,46,tech_007.txt,0
Q5,47,tech_008.txt,0
Q5,48,tech_009.txt,3
Q5,49,tech_010.txt,0
Q5,50,tech_011.txt,0
Q5,51,tech_012.txt,0
Q5,52,tech_013.txt,0
Q5,53,tech_014.txt,0
Q5,54,tech_015.txt,0
Q5,55,tech_016.txt,0
Q5,56,tech_017.txt,0
Q5,57,tech_018.txt,0
Q5,58,tech_019.txt,0
Q5,59,tech_020.txt,0
Q5,60,tech_021.txt,0
Q5,61,tech_022.txt,0
Q5,62,tech_023.txt,0
Q5,63,tech_024.txt,0
Q5,64,tech_025.txt,0
Q5,65,tech_026.txt,0
Q5,66,tech_027.txt,0
Q5,67,tech_028.txt,0
Q5,68,tech_029.txt,0
Q5,69,tech_030.txt,0
Q5,70,tech_031.txt,0
Q5,71,tech_032.txt,0
Q5,72,tech_033.txt,0
Q5,73,tech_034.txt,0
Q5,74,tech_035.txt,0
Q5,75,tech_036.txt,0
Q5,76,tech_037.txt,0
Q5,77,tech_038.txt,0
Q5,78,tech_039.txt,0
Q5,79,tech_040.txt,0
